marital,age,sex,race,hompop,happy,health,satjob,fincome
5,40,2,2,2,2,3,0,6894
3,25,1,2,7,2,3,2,18192.5
3,52,2,1,2,2,0,0,0
1,50,2,2,3,2,0,1,0
1,61,1,2,2,3,4,0,14362.5
1,76,2,1,2,2,2,0,76600
1,29,2,3,3,2,0,1,63195
5,35,1,1,2,2,3,3,178712.4649
1,62,2,1,2,2,3,1,91920
2,54,2,2,1,2,0,0,0
1,43,1,2,2,1,1,1,76600
1,34,2,1,5,1,3,1,0
3,59,1,2,1,1,0,1,34470
2,89,2,2,3,2,0,0,178712.4649
1,45,2,3,4,1,2,1,178712.4649
3,67,2,1,2,2,2,0,14362.5
1,46,2,1,6,2,0,2,178712.4649
1,63,2,1,2,3,2,3,178712.4649
5,35,1,2,1,2,2,2,34470
1,29,2,3,3,1,1,2,91920
1,44,2,3,5,2,2,1,178712.4649
1,48,2,1,7,1,2,1,107240
1,73,2,1,3,2,3,1,51705
5,42,1,1,2,2,3,1,63195
1,49,2,1,2,2,0,1,63195
1,68,2,1,2,1,2,0,34470
1,48,1,1,6,2,1,1,178712.4649
5,37,1,1,6,2,2,1,42130
1,55,1,2,8,1,1,1,51705
1,33,1,3,2,2,0,1,107240
1,69,1,3,2,1,0,1,14362.5
1,32,2,3,5,2,3,3,24895
3,64,2,1,1,2,2,2,34470
1,47,1,2,2,2,0,1,178712.4649
5,22,2,3,3,2,0,2,8617.5
1,33,2,3,4,1,1,1,42130
1,62,1,1,4,1,4,1,34470
1,35,2,3,5,2,1,1,34470
5,21,1,3,4,3,2,3,51705
1,41,1,1,7,1,2,1,178712.4649
5,25,2,2,6,1,1,1,3447
4,25,2,2,2,2,0,2,18192.5
5,65,2,2,1,2,3,0,8617.5
1,33,2,3,4,1,1,1,34470
2,88,2,1,1,1,0,0,12447.5
4,27,1,1,1,2,2,1,63195
1,63,1,1,2,2,2,2,76600
1,65,2,1,2,2,0,1,178712.4649
1,41,1,1,5,2,0,2,178712.4649
1,63,1,1,2,1,0,1,42130
1,49,2,1,2,2,1,1,178712.4649
1,52,2,2,3,2,0,1,76600
1,39,2,1,4,2,1,1,178712.4649
1,52,2,1,3,2,0,1,51705
3,52,1,1,1,3,4,3,51705
5,27,2,3,6,2,1,0,6894
5,58,2,1,1,3,4,1,6894
3,61,2,1,2,1,0,0,178712.4649
1,68,2,1,2,1,2,0,24895
1,61,1,1,5,1,0,1,178712.4649
3,0,2,1,1,2,2,0,0
3,72,1,1,2,2,2,3,0
1,55,2,1,2,2,1,1,178712.4649
5,33,2,1,3,2,0,2,42130
1,38,2,1,3,1,1,1,1532
2,86,1,1,1,2,0,0,42130
1,64,2,1,2,2,1,1,76600
1,73,1,1,2,1,0,1,51705
1,43,2,1,4,2,0,1,14362.5
3,58,2,1,1,3,2,0,18192.5
1,46,1,1,5,2,2,1,178712.4649
2,89,2,1,1,2,2,1,10532.5
1,0,2,1,4,1,0,1,0
1,57,2,2,2,2,2,1,63195
5,23,2,2,3,3,0,2,0
3,43,2,1,3,2,3,1,16277.5
1,46,1,1,2,2,0,2,91920
5,49,2,2,1,2,0,2,18192.5
3,43,2,2,2,1,0,1,21065
1,67,1,1,2,2,0,0,178712.4649
5,28,2,1,4,2,2,2,12447.5
1,51,2,2,3,2,0,1,107240
3,41,2,2,3,3,4,3,51705
1,68,2,1,1,3,2,2,0
1,34,2,1,4,2,1,1,107240
1,58,2,1,4,2,0,2,178712.4649
5,35,1,3,3,3,3,1,51705
1,56,1,1,2,2,1,1,178712.4649
5,26,1,1,3,2,0,0,107240
1,49,1,1,2,3,2,1,76600
1,60,1,3,5,1,2,2,0
1,31,2,2,3,2,2,0,28725
5,39,2,1,1,2,0,2,42130
5,58,1,3,3,3,3,2,10532.5
1,33,1,1,6,2,2,2,0
4,29,2,2,2,3,3,0,18192.5
5,35,1,3,3,1,0,1,28725
1,33,2,1,4,1,3,1,0
3,83,2,1,1,2,2,0,0
2,80,2,1,1,3,0,0,10532.5
3,60,1,1,2,2,4,2,24895
5,89,2,1,1,1,0,0,0
3,42,1,1,1,2,1,2,51705
1,71,1,1,2,1,2,0,42130
1,60,2,1,2,1,1,2,34470
1,66,1,1,4,2,2,0,24895
1,25,2,1,7,2,0,0,0
1,33,1,1,5,2,2,2,34470
3,67,2,1,1,2,2,0,10532.5
3,64,2,1,1,1,1,1,34470
1,48,1,1,4,2,0,1,178712.4649
1,56,2,1,2,1,1,2,63195
4,65,2,3,1,2,4,0,10532.5
1,38,1,3,4,2,2,1,21065
5,22,1,3,5,3,2,3,24895
2,64,2,1,7,2,1,0,91920
2,58,2,1,2,1,2,0,6894
5,23,1,1,2,2,2,0,3447
1,27,2,1,1,1,0,1,8617.5
1,26,2,1,3,1,4,3,42130
1,32,2,1,4,1,2,1,63195
1,70,1,1,2,1,1,1,28725
3,69,1,1,2,2,0,1,51705
1,54,1,1,3,2,2,1,178712.4649
3,55,2,1,3,2,1,3,51705
1,60,2,1,3,2,4,0,51705
1,34,2,1,4,2,0,3,76600
3,60,2,1,1,2,0,3,12447.5
1,45,1,1,4,2,1,2,178712.4649
1,59,1,1,2,2,0,1,76600
5,33,1,2,3,2,3,2,51705
2,79,1,1,1,2,0,0,51705
1,51,1,1,2,2,0,2,178712.4649
3,46,1,1,3,2,2,1,8617.5
2,56,1,1,1,2,3,1,76600
1,48,1,1,2,1,2,1,178712.4649
1,58,1,2,3,2,3,2,76600
5,32,2,2,2,2,2,1,42130
1,44,1,1,4,2,0,2,91920
1,70,2,1,2,1,0,1,34470
2,84,2,1,1,2,1,0,10532.5
5,29,2,1,5,2,1,1,42130
5,36,1,3,2,3,3,3,34470
1,43,1,1,6,1,1,1,107240
1,77,1,1,3,2,0,1,24895
1,73,2,1,2,2,0,0,0
3,47,1,3,4,1,3,1,10532.5
1,50,2,1,3,1,2,1,107240
5,33,2,2,2,1,0,2,28725
2,70,2,1,4,3,4,0,0
1,56,2,1,3,1,0,1,0
1,62,2,1,2,1,3,2,0
1,65,1,1,2,2,4,0,24895
1,30,2,1,6,2,2,1,12447.5
1,39,2,1,2,2,0,2,4213
2,71,2,1,2,2,3,1,18192.5
1,56,2,1,2,2,3,1,51705
1,62,1,1,2,2,2,0,42130
1,27,1,1,3,2,3,1,21065
1,71,2,1,3,2,3,3,12447.5
1,55,2,1,2,3,0,1,3447
3,47,2,1,3,2,2,3,0
5,61,2,1,2,1,1,0,18192.5
3,62,2,1,1,2,2,1,28725
5,28,2,1,3,2,0,0,63195
5,24,2,1,3,3,3,2,16277.5
5,57,2,1,1,2,0,1,18192.5
1,59,2,1,3,2,1,1,14362.5
1,45,2,1,5,2,0,1,34470
1,42,1,1,4,2,2,3,76600
5,40,1,1,1,2,2,0,12447.5
1,67,1,1,2,2,0,1,24895
1,46,2,1,4,2,1,2,42130
1,69,2,1,5,1,0,0,34470
1,64,2,1,2,1,4,0,42130
3,60,2,1,3,3,2,2,0
1,26,2,1,4,1,0,2,76600
5,43,2,1,1,2,0,1,51705
2,74,2,1,1,2,3,2,0
2,86,2,1,2,1,2,0,42130
3,39,2,1,3,2,3,2,24895
4,77,1,2,1,2,2,0,8617.5
2,58,2,2,1,2,0,0,5745
1,57,2,1,2,2,0,2,34470
3,24,2,1,2,2,0,3,383
1,27,1,1,4,3,4,4,21065
5,23,2,1,1,2,0,2,1532
5,25,2,2,3,1,2,2,12447.5
5,26,2,1,1,2,2,0,383
2,74,2,1,1,2,0,0,63195
1,89,1,1,2,3,3,0,28725
1,52,2,2,3,1,3,3,24895
1,51,2,1,4,3,2,2,42130
5,0,1,1,1,2,0,1,0
1,34,1,1,6,2,2,2,91920
5,29,2,1,1,3,0,2,76600
3,37,1,1,1,1,3,2,42130
1,43,2,1,4,2,0,2,0
1,43,2,1,3,2,0,1,178712.4649
1,36,2,1,4,1,1,2,91920
5,31,1,1,2,2,1,2,178712.4649
5,24,2,1,4,2,0,1,107240
5,25,2,2,2,2,3,3,34470
3,56,1,2,1,2,1,1,63195
2,56,2,2,3,2,3,0,0
5,31,2,2,2,2,0,2,76600
5,58,2,3,1,3,0,0,10532.5
5,50,1,1,4,1,1,2,12447.5
5,51,1,1,3,3,3,1,21065
5,33,1,2,2,3,0,2,28725
1,47,2,1,3,1,1,1,178712.4649
3,46,1,1,4,1,0,1,178712.4649
1,63,1,1,2,2,1,1,178712.4649
1,50,2,1,4,3,3,0,178712.4649
1,52,1,1,4,2,1,2,178712.4649
1,60,1,1,2,1,1,1,63195
5,45,1,1,2,2,4,0,10532.5
3,62,1,2,1,2,0,2,4979
5,58,1,3,1,2,3,1,383
1,52,1,3,3,2,3,2,76600
2,85,1,1,2,1,2,0,42130
1,52,1,1,3,1,0,1,107240
1,45,1,1,5,2,1,2,178712.4649
1,33,1,1,3,2,3,2,0
5,23,1,1,2,2,2,1,0
2,39,2,1,3,1,0,1,63195
1,56,1,1,2,1,0,1,178712.4649
5,27,2,1,1,1,2,1,24895
5,67,1,1,1,1,2,0,0
3,54,2,1,1,2,4,0,6894
1,62,2,1,2,1,0,1,178712.4649
3,58,2,1,1,3,0,0,6894
1,47,1,1,5,2,3,2,3447
5,37,1,1,1,2,2,2,21065
1,51,1,1,3,1,0,1,76600
5,25,2,1,2,1,0,2,24895
1,76,2,1,1,2,2,0,21065
1,37,1,1,4,2,2,2,34470
3,44,2,1,2,2,2,2,24895
5,40,1,1,1,1,2,1,76600
3,56,1,1,1,3,0,2,24895
5,30,1,1,1,2,0,2,24895
5,65,1,1,1,2,3,1,18192.5
5,29,1,1,2,1,1,2,51705
2,72,2,1,1,2,0,0,63195
3,26,2,1,4,1,1,2,28725
5,57,2,1,1,2,2,1,76600
5,34,2,2,4,2,0,1,34470
5,29,1,2,2,1,0,1,42130
1,47,2,2,2,2,3,2,51705
1,38,1,1,3,2,2,2,91920
5,51,2,2,1,2,2,1,21065
3,53,2,1,1,2,2,2,34470
3,60,2,1,1,3,3,2,34470
1,34,2,3,6,1,3,2,42130
1,43,1,1,2,2,0,1,76600
3,70,2,1,1,1,0,1,34470
3,65,1,2,2,2,0,0,34470
2,58,2,2,2,3,0,1,42130
5,37,2,1,7,2,3,2,34470
3,55,2,2,6,2,1,1,14362.5
2,74,2,1,3,2,3,1,16277.5
2,72,2,1,1,3,3,0,16277.5
1,34,1,1,2,2,0,2,51705
1,58,1,1,2,2,2,2,0
1,64,2,1,2,2,2,0,63195
2,53,2,2,5,1,2,1,3447
3,72,2,1,1,2,2,0,383
3,57,2,1,3,1,0,1,51705
1,44,2,1,2,1,2,1,63195
1,63,1,1,2,2,0,1,28725
1,51,2,1,2,2,1,2,178712.4649
5,26,2,1,1,2,0,1,14362.5
1,42,1,1,2,1,0,1,107240
5,24,2,1,3,1,0,2,107240
3,37,2,3,2,1,0,1,383
5,29,1,1,3,2,1,2,51705
1,62,1,1,2,2,2,1,91920
1,62,1,1,3,2,3,0,178712.4649
2,75,2,1,1,1,1,1,42130
1,45,2,1,8,2,1,1,91920
5,52,1,1,2,2,0,2,63195
3,61,2,1,1,2,0,0,51705
1,78,1,1,6,2,3,0,63195
1,32,1,1,3,2,2,2,0
5,25,1,1,1,1,0,4,24895
4,58,1,1,1,3,0,2,18192.5
5,23,1,1,4,2,0,2,0
1,58,1,1,3,1,2,0,91920
1,32,1,3,2,2,0,0,51705
5,27,1,3,1,2,2,1,63195
5,24,1,1,3,2,0,2,28725
5,62,1,1,3,2,0,0,0
3,57,1,1,3,3,4,0,21065
1,38,2,1,5,1,2,1,42130
1,43,2,1,3,1,0,2,91920
4,60,1,1,7,2,3,1,0
5,21,2,3,4,2,0,1,8617.5
1,69,1,1,2,2,2,0,76600
1,62,1,1,2,2,2,2,76600
1,60,2,1,2,2,2,2,42130
1,0,1,1,3,2,0,1,0
1,37,1,1,6,2,2,1,63195
1,62,2,1,2,2,0,1,42130
1,33,2,1,4,2,2,0,63195
1,69,2,1,3,2,0,0,21065
1,62,1,1,2,1,0,1,178712.4649
1,60,2,1,2,1,2,0,76600
1,51,2,1,4,2,3,2,178712.4649
2,70,2,1,1,1,0,0,0
1,58,2,1,2,2,0,2,76600
1,46,1,1,5,2,1,2,63195
1,62,1,1,1,3,3,3,34470
1,38,1,1,7,1,0,2,178712.4649
2,69,2,1,1,2,2,2,51705
5,44,2,1,2,2,2,2,10532.5
5,23,2,2,1,3,0,1,14362.5
5,48,2,2,3,3,1,1,8617.5
2,88,2,1,1,1,0,0,12447.5
1,49,1,1,4,1,0,1,24895
2,89,1,1,1,2,2,0,14362.5
3,59,2,1,1,2,3,2,18192.5
1,36,2,1,3,1,0,2,51705
3,72,2,1,2,3,0,1,0
1,32,1,1,5,2,1,2,34470
3,55,1,1,2,2,0,2,51705
1,46,1,1,3,1,3,2,51705
2,61,2,1,1,2,4,2,6894
3,73,2,1,1,2,2,0,6894
1,32,2,1,2,2,4,2,63195
5,51,2,1,1,2,0,3,63195
1,85,2,1,2,2,4,0,12447.5
3,65,1,1,1,2,2,0,28725
3,29,2,3,5,3,0,3,0
1,46,1,1,3,2,0,2,107240
3,54,1,1,1,2,3,2,34470
1,27,2,1,4,2,0,4,0
2,76,2,1,1,2,0,0,5745
1,38,2,1,4,2,0,2,24895
5,54,1,1,2,1,0,1,63195
2,84,2,1,1,2,0,0,12447.5
1,25,2,1,3,2,0,2,16277.5
4,28,2,1,6,0,0,1,383
3,77,1,1,1,2,0,0,6894
5,24,2,1,2,2,2,1,16277.5
3,51,2,1,3,2,1,1,18192.5
3,72,2,1,1,2,3,0,1532
3,62,2,1,2,2,0,4,24895
5,61,2,1,2,1,2,1,63195
3,44,2,3,1,2,0,3,21065
5,31,2,2,3,2,2,3,8617.5
1,74,1,1,2,2,2,0,63195
5,35,1,1,1,2,1,2,51705
1,54,2,1,2,2,0,1,0
1,30,2,1,4,1,2,1,76600
2,50,2,1,6,3,4,0,10532.5
5,22,2,1,2,2,0,3,16277.5
1,45,1,1,4,2,2,2,91920
3,54,1,1,2,1,0,1,42130
5,32,2,1,3,3,2,2,18192.5
1,51,1,1,2,2,0,2,76600
5,34,2,1,4,2,3,2,12447.5
5,33,1,1,1,3,0,3,10532.5
1,35,1,1,4,2,3,2,42130
1,34,2,1,6,2,2,2,34470
1,48,2,1,2,1,3,1,6894
3,64,2,1,1,2,2,4,18192.5
1,71,1,1,2,1,2,0,178712.4649
1,71,2,1,2,2,0,0,42130
1,29,1,1,3,2,1,2,34470
1,64,2,1,2,1,1,1,0
5,30,2,1,1,2,0,2,51705
1,31,2,1,3,2,1,2,63195
1,63,1,1,2,1,1,1,76600
3,46,1,1,1,2,2,1,51705
1,35,1,1,5,1,0,1,107240
5,22,1,1,2,1,1,0,91920
1,39,1,1,4,2,0,1,0
3,52,1,1,2,2,4,1,42130
3,59,2,1,1,2,1,4,51705
1,29,1,1,3,2,2,3,63195
5,21,1,1,2,2,0,1,10532.5
5,35,2,1,3,2,3,3,51705
1,61,1,1,4,2,3,0,18192.5
1,33,1,1,4,2,2,2,42130
2,70,2,1,1,2,0,1,8617.5
1,55,2,1,2,2,2,3,51705
5,30,2,2,8,2,0,0,21065
5,35,2,1,3,2,3,3,21065
5,53,2,1,8,2,0,0,0
3,62,2,1,2,3,4,0,14362.5
3,58,2,1,1,1,0,1,51705
5,27,1,1,2,2,3,2,21065
3,46,2,1,1,2,3,0,8617.5
3,56,2,1,2,2,0,2,34470
5,28,1,3,1,3,1,2,14362.5
5,24,1,1,1,2,0,1,34470
1,38,1,1,2,1,2,1,51705
1,65,2,1,2,1,1,0,76600
1,42,2,1,5,1,0,1,76600
1,68,2,1,2,1,2,1,42130
1,58,2,1,2,1,0,1,178712.4649
1,27,1,1,5,2,1,1,21065
1,27,1,1,5,1,2,1,107240
2,82,2,1,1,2,0,0,28725
2,49,2,1,2,3,4,1,16277.5
1,39,2,1,1,2,2,2,3447
1,30,2,1,5,1,0,1,2681
1,35,2,1,4,2,2,0,0
3,63,2,3,1,2,2,0,24895
2,87,2,1,1,2,3,0,0
3,55,2,1,1,1,0,1,63195
1,38,2,1,2,2,1,2,24895
1,67,1,1,2,2,0,1,63195
5,25,1,1,1,2,1,1,178712.4649
5,22,1,2,4,2,0,1,34470
1,34,2,1,2,2,2,1,63195
2,83,1,1,1,2,3,0,42130
1,28,1,1,9,1,1,1,91920
1,32,2,1,4,1,1,1,76600
1,76,2,1,2,2,2,0,178712.4649
4,61,2,1,1,2,2,0,42130
5,65,2,1,2,2,2,1,178712.4649
1,65,1,1,2,1,0,0,178712.4649
1,66,1,1,2,1,1,0,91920
5,60,2,1,2,3,0,3,12447.5
5,77,2,1,1,2,2,0,91920
1,58,2,1,3,2,1,3,42130
3,58,2,1,1,2,0,0,0
5,23,2,1,1,1,2,1,2681
1,41,1,2,5,1,1,1,28725
2,45,2,1,1,3,0,1,4213
3,26,1,1,4,3,2,1,24895
3,63,2,1,3,2,0,0,0
5,47,2,1,1,3,4,1,6894
3,76,1,1,1,3,1,0,28725
1,29,2,1,2,1,2,1,34470
1,74,1,1,2,1,0,0,42130
5,60,2,1,1,1,1,1,16277.5
1,53,1,1,2,1,2,1,34470
1,59,1,1,2,1,0,1,107240
1,46,1,1,3,1,1,1,76600
1,33,1,1,3,2,2,3,42130
1,41,2,1,5,2,0,2,51705
1,41,1,1,5,2,0,1,63195
1,61,1,1,2,1,2,0,63195
1,35,1,1,4,2,2,2,63195
4,38,2,3,7,2,2,1,12447.5
1,79,2,1,2,1,2,1,0
1,46,1,1,2,1,0,1,28725
1,64,2,3,2,2,2,0,34470
1,40,1,1,8,2,1,3,178712.4649
5,33,2,1,2,1,2,2,91920
5,21,2,1,3,2,0,4,76600
5,27,2,1,2,2,2,3,12447.5
5,29,2,1,4,3,0,1,10532.5
5,28,2,1,4,2,2,2,42130
5,50,2,1,1,2,0,0,24895
1,51,2,2,2,1,0,4,51705
1,53,2,2,2,1,4,1,21065
3,30,2,1,3,2,2,2,76600
2,71,2,2,1,1,2,0,8617.5
2,85,2,1,1,2,0,4,51705
1,43,2,2,2,2,2,2,42130
3,71,2,1,2,2,1,2,178712.4649
5,24,2,1,2,2,0,1,10532.5
1,60,1,1,5,2,2,0,42130
5,26,2,1,2,2,1,1,14362.5
1,72,2,1,2,1,2,0,178712.4649
1,54,1,1,2,2,2,1,178712.4649
1,62,2,1,2,1,0,1,91920
3,66,2,2,1,2,2,1,51705
3,51,1,1,1,3,2,1,63195
3,68,2,1,1,2,3,0,0
5,25,2,1,1,3,0,1,28725
1,67,2,1,2,1,2,0,42130
3,54,2,2,1,2,0,1,34470
1,27,2,1,2,1,2,2,42130
1,45,1,1,5,2,2,0,28725
1,32,2,1,3,2,1,1,107240
1,69,1,1,2,2,0,0,42130
1,52,1,1,2,2,3,1,91920
1,43,1,1,5,2,1,1,76600
3,48,2,1,6,2,2,1,1532
3,48,2,1,4,3,1,1,51705
1,68,1,1,2,1,0,0,51705
5,25,2,1,1,2,2,2,24895
1,27,1,1,4,2,1,3,51705
1,76,2,1,2,2,0,0,178712.4649
5,55,1,1,1,3,1,3,51705
5,65,1,1,1,2,3,0,10532.5
3,46,2,1,2,1,0,1,107240
5,31,2,1,2,2,1,1,24895
2,64,1,1,1,2,2,0,24895
1,41,2,1,3,2,0,2,42130
1,33,1,1,3,2,2,2,63195
1,61,1,1,2,1,0,0,178712.4649
2,89,2,1,1,1,3,0,0
1,28,2,1,3,1,1,1,63195
3,37,2,1,5,2,0,1,51705
1,29,2,1,4,2,2,2,28725
2,89,2,1,2,1,2,1,42130
1,45,1,1,3,2,2,1,21065
1,33,1,3,4,2,3,1,91920
3,48,1,1,2,2,0,2,1532
2,86,1,1,1,2,0,0,14362.5
1,49,1,1,3,2,3,2,42130
3,62,1,2,1,2,0,2,24895
5,28,2,1,6,3,2,3,10532.5
1,56,2,1,3,2,0,1,28725
3,58,1,1,4,3,2,0,34470
2,69,2,1,2,2,3,2,34470
3,45,1,1,3,2,2,2,63195
5,39,1,1,3,2,0,0,76600
2,53,2,1,1,3,0,0,10532.5
1,69,1,1,2,1,0,0,28725
1,43,1,1,4,2,2,1,107240
5,21,1,1,2,2,0,0,0
5,33,2,3,4,2,2,2,34470
1,50,2,1,3,2,3,2,34470
3,40,2,1,4,1,0,2,34470
5,25,1,1,1,2,1,3,14362.5
5,29,1,1,2,2,0,4,42130
3,48,2,1,1,2,2,0,42130
1,52,1,1,4,2,3,1,63195
3,64,2,1,1,2,1,2,76600
1,31,2,1,2,1,2,2,51705
2,64,2,3,6,2,2,3,1532
5,24,2,1,2,2,2,2,10532.5
2,77,1,2,1,3,3,0,12447.5
3,52,2,2,1,2,0,1,21065
3,68,2,3,1,2,4,0,5745
3,52,2,1,3,3,1,1,18192.5
5,25,1,3,2,2,2,0,21065
3,69,1,1,1,1,0,0,6894
3,38,2,1,2,2,2,2,34470
5,50,2,2,1,2,0,0,6894
5,41,2,2,6,2,2,2,10532.5
5,27,2,2,6,2,3,1,18192.5
5,30,2,2,4,1,0,1,8617.5
5,38,2,2,4,2,0,2,21065
4,70,1,1,2,2,0,0,34470
2,61,2,1,3,2,0,1,51705
1,82,1,1,2,2,1,0,28725
3,48,1,1,4,2,2,4,16277.5
2,89,2,1,1,2,2,0,0
1,28,1,1,4,3,0,0,16277.5
3,65,2,1,1,3,0,1,18192.5
5,26,1,1,2,2,3,2,63195
5,27,2,1,2,2,0,2,12447.5
1,70,2,1,2,2,2,0,0
1,31,2,1,4,2,1,2,28725
3,44,1,3,1,3,2,1,76600
1,43,2,2,4,3,3,2,51705
5,21,1,2,3,2,0,1,0
2,89,2,1,1,2,2,0,0
2,80,2,1,1,3,2,0,10532.5
1,56,2,1,5,2,0,2,24895
5,32,1,1,2,3,0,3,28725
1,52,1,1,2,3,1,0,91920
1,55,2,1,5,2,0,0,34470
3,59,2,1,1,2,0,0,24895
1,0,2,1,5,1,1,2,0
1,60,2,1,2,2,0,1,76600
1,60,2,1,3,1,1,1,178712.4649
1,53,1,1,4,2,3,1,51705
1,59,1,1,2,1,1,1,34470
3,55,2,1,3,3,2,3,18192.5
1,59,1,1,2,2,1,4,63195
5,50,2,1,1,2,0,1,10532.5
1,63,1,1,3,2,3,0,34470
1,51,2,1,2,1,2,1,178712.4649
3,60,2,1,1,1,3,2,6894
1,75,2,1,2,3,2,0,63195
2,65,2,1,1,2,0,0,6894
5,48,1,1,2,1,1,0,0
1,73,2,1,2,2,0,1,0
2,79,1,1,2,3,2,0,21065
5,34,1,3,6,2,0,1,42130
2,87,2,1,1,2,4,4,12447.5
1,30,2,1,5,2,2,2,42130
5,21,1,1,3,2,0,1,34470
3,69,1,1,1,1,3,1,12447.5
2,68,2,1,2,2,2,3,0
5,23,2,2,3,2,0,2,0
5,30,2,2,5,2,3,4,6894
5,29,2,2,4,3,2,3,1532
5,39,2,2,8,2,0,1,12447.5
3,77,1,2,2,1,3,0,4979
5,27,2,2,6,2,3,0,14362.5
4,65,1,2,1,3,0,2,10532.5
5,31,2,2,4,3,2,0,14362.5
5,28,2,2,2,2,2,1,12447.5
5,39,2,2,6,3,3,2,0
5,53,2,2,1,2,0,1,4979
1,56,2,2,2,3,0,1,42130
5,49,2,2,3,1,2,2,16277.5
5,42,2,2,3,3,0,4,178712.4649
1,46,2,1,2,2,2,2,91920
4,69,1,1,1,3,0,2,28725
1,36,2,2,3,2,2,2,63195
1,56,2,1,2,2,2,3,42130
1,29,2,1,2,1,1,1,76600
2,72,2,1,1,2,1,0,34470
1,49,1,1,3,2,0,3,63195
3,50,1,1,1,2,2,2,28725
5,44,1,2,1,1,2,1,21065
1,36,2,2,4,2,2,2,63195
3,60,1,1,3,3,3,0,21065
3,48,1,2,1,2,1,1,21065
5,40,2,2,4,1,1,2,8617.5
5,32,1,2,1,3,0,4,383
3,83,1,2,1,3,4,0,8617.5
5,28,2,1,2,1,1,2,12447.5
5,54,2,1,1,2,0,2,24895
2,89,2,1,1,1,0,0,0
1,50,1,1,2,2,2,2,178712.4649
5,73,2,1,1,2,3,0,51705
2,82,2,1,1,2,0,0,63195
1,28,1,1,2,1,1,2,76600
1,41,2,1,2,2,0,1,107240
1,81,1,1,2,2,3,0,28725
1,64,1,1,2,2,0,1,34470
1,0,1,1,2,2,2,3,21065
3,40,2,2,3,2,2,1,21065
5,34,2,2,2,2,2,2,24895
5,33,2,2,3,1,0,2,34470
1,37,1,1,4,2,2,2,63195
3,50,2,2,2,2,2,4,12447.5
2,85,2,1,1,2,2,0,51705
1,46,2,1,2,1,1,1,178712.4649
5,46,2,2,2,2,2,3,28725
3,53,1,2,3,3,0,0,12447.5
1,32,1,1,2,1,2,3,76600
1,49,2,1,3,2,0,1,76600
1,60,2,1,2,2,1,4,51705
1,67,1,1,6,2,0,2,178712.4649
5,34,2,1,2,2,2,2,28725
5,85,2,1,1,2,0,0,42130
1,44,1,1,5,2,2,1,51705
5,27,2,2,4,2,3,2,76600
5,41,1,2,2,2,3,1,51705
1,45,1,1,4,2,2,2,34470
5,52,2,2,3,2,0,2,51705
1,72,1,2,3,2,0,0,0
2,73,2,2,1,2,2,0,1532
5,29,1,1,2,1,0,1,14362.5
2,88,2,1,1,1,0,0,63195
1,51,2,1,2,1,1,1,178712.4649
1,47,1,1,4,2,0,0,178712.4649
3,52,1,1,2,2,2,1,178712.4649
1,42,2,1,5,2,2,2,178712.4649
1,46,1,1,4,2,2,2,76600
5,46,2,1,1,2,0,2,51705
1,74,1,1,2,2,2,2,91920
4,80,1,1,1,3,2,1,16277.5
5,55,1,1,2,2,0,0,4979
2,89,2,2,1,2,2,0,16277.5
5,31,1,1,3,1,0,2,63195
1,60,1,1,2,2,2,1,24895
3,54,1,1,3,2,2,4,76600
1,58,2,3,3,2,0,1,16277.5
5,26,1,2,2,3,3,2,18192.5
1,39,2,1,4,2,2,1,107240
3,43,2,1,1,2,0,3,34470
5,54,1,1,2,1,0,3,42130
5,37,1,1,3,1,0,2,28725
1,33,1,1,3,2,2,2,51705
1,33,2,1,4,2,1,1,178712.4649
1,40,2,2,2,1,1,3,0
1,30,1,1,2,1,0,1,63195
1,33,2,3,2,3,2,1,178712.4649
1,55,1,1,3,1,1,1,178712.4649
1,53,1,1,4,2,2,1,178712.4649
1,33,1,3,2,1,2,2,42130
5,39,2,1,1,2,0,2,34470
5,25,2,2,1,2,3,2,3447
5,51,1,2,2,2,0,2,8617.5
4,59,2,2,1,2,0,2,21065
4,32,1,2,1,2,1,1,21065
1,39,1,1,3,1,0,2,18192.5
1,58,2,1,3,1,2,1,76600
1,66,1,1,2,2,3,0,24895
2,49,2,1,1,1,3,2,24895
1,36,2,1,4,2,2,1,76600
2,70,2,1,1,2,3,0,24895
1,55,1,1,4,2,0,2,51705
1,57,2,1,2,1,2,2,24895
1,42,2,1,4,1,1,1,76600
1,35,2,1,4,2,2,3,51705
5,48,2,1,6,3,3,3,14362.5
2,53,2,1,3,3,3,2,6894
3,41,2,1,2,2,0,1,42130
2,38,2,1,4,1,2,1,28725
5,49,2,1,2,1,3,1,4213
1,75,1,1,2,1,3,0,6894
1,28,1,2,6,2,2,2,12447.5
1,51,1,3,2,3,2,3,18192.5
1,45,2,1,5,2,2,0,34470
3,46,1,1,3,1,0,1,21065
5,45,2,1,2,2,3,1,18192.5
3,51,2,2,3,1,0,4,14362.5
1,39,2,1,6,1,2,1,34470
4,23,2,1,6,1,0,0,28725
4,55,1,3,4,2,2,1,21065
3,40,2,1,3,3,0,4,4979
1,43,2,1,5,3,2,2,51705
1,53,2,1,3,1,0,2,18192.5
1,62,2,1,3,1,3,1,24895
5,38,2,1,3,1,3,2,14362.5
1,40,1,1,2,2,2,1,51705
1,51,2,1,4,2,0,1,18192.5
1,78,1,1,2,2,4,0,18192.5
2,70,2,1,1,1,2,1,383
5,25,1,1,4,1,0,1,10532.5
